2010-07-21 16:51:38 Notice: Notice (8): Use of undefined constant Router - assumed 'Router' in [/Users/jmashburn/Documents/Projects/Lance/app/config/routes.php, line 34]
2010-07-27 16:46:45 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:45 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:45 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:46:45 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:45 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:46:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:47 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:53 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:46:53 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:46:53 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:53 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:57 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:46:57 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:46:57 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:29 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:47:29 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:29 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:29 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:51 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:51 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:51 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:47:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:47:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:21 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:21 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:21 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:23 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:48:23 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:23 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:23 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:24 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:52 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:52 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:52 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:53 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:54 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:56 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:48:56 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:56 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:56 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:57 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:58 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:59 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:48:59 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:48:59 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:00 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:49:00 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:00 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:00 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:01 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:49:02 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:02 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:02 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:04 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:49:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:05 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:49:05 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:05 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:05 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:07 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:07 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:07 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:49:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:49:10 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:00 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:00 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:00 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:01 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:52:02 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:02 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:02 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:03 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:04 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:05 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:52:05 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:05 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:05 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:06 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:07 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:07 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:07 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:08 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:08 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:08 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:09 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:16 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:52:16 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:16 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:16 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:25 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
2010-07-27 16:52:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:25 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:27 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 7]
2010-07-27 16:52:27 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:27 Notice: Notice (8): Undefined variable: appConfigurations in [/Users/jmashburn/Documents/Projects/Lance/app/views/layouts/default.ctp, line 34]
2010-07-27 16:52:30 Notice: Notice (8): Undefined variable: title_for_layout in [/Users/jmashburn/Documents/Projects/Lance/app/views/themed/smart/elements/crumbs.ctp, line 2]
